Input file,Event Number,Species Code,Call,Start time,End time,Median Peak Frequency (kHz),Median ICI (ms),Median Duration (us),Median Center Frequency (kHz),Click Count,Comments
Antarc01EI,Nposdaljian,Pm,slow-click,6/5/2014 0:38:58,6/5/2014 0:39:28,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/5/2014 0:58:47,6/5/2014 0:58:56,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 1:12:28,6/5/2014 2:30:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 2:53:12,6/5/2014 3:32:06,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/5/2014 4:13:50,6/5/2014 4:45:34,37.50,51.12,255.00,44.01,8452,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 4:57:12,6/5/2014 6:14:09,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/5/2014 5:07:24,6/5/2014 5:10:25,37.11,59.10,230.00,45.50,362,
byteswapped,Msaddler,Gm,Clicks,6/5/2014 6:24:17,6/5/2014 6:33:13,35.35,51.40,168.00,43.33,236,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 6:29:10,6/5/2014 6:55:55,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 7:24:20,6/5/2014 7:25:52,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 8:57:26,6/5/2014 9:08:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 9:25:27,6/5/2014 9:43:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 9:59:42,6/5/2014 10:15:50,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 10:41:10,6/5/2014 10:59:02,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 11:15:12,6/5/2014 11:23:54,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 17:32:09,6/5/2014 18:29:03,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 18:51:30,6/5/2014 20:57:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/5/2014 21:44:51,6/5/2014 22:06:10,,,,,,
Antarc01EI,jst_bw170,BW29,Clicks,6/6/2014 17:24:18,6/6/2014 17:25:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/6/2014 19:34:23,6/6/2014 21:06:49,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/6/2014 21:24:56,6/6/2014 21:25:17,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/6/2014 22:30:46,6/6/2014 22:30:46,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/7/2014 0:50:15,6/7/2014 0:54:02,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/7/2014 1:18:30,6/7/2014 1:37:51,,,,,,
Antarc01EI,jst_bw171,BW37,Clicks,6/7/2014 5:13:00,6/7/2014 5:15:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/7/2014 20:17:13,6/7/2014 20:17:15,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/7/2014 22:12:10,6/7/2014 22:12:15,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/7/2014 22:14:58,6/7/2014 22:15:07,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/7/2014 22:51:23,6/7/2014 22:52:02,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/7/2014 23:19:29,6/7/2014 23:33:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/7/2014 23:54:50,6/8/2014 0:15:38,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/8/2014 2:05:40,6/8/2014 2:05:42,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/8/2014 3:45:47,6/8/2014 3:45:52,,,,,,
Antarc01EI,jst_bw172,BW29,Clicks,6/9/2014 9:59:50,6/9/2014 10:01:05,,,,,,
Antarc01EI,jst_bw173,BW29,Clicks,6/9/2014 10:34:40,6/9/2014 10:39:38,,,,,,
Antarc01EI,jst_bw174,BW29,Clicks,6/10/2014 14:44:21,6/10/2014 14:56:47,,,,,,
Antarc01EI,jst_bw175,BW29,Clicks,6/10/2014 14:58:02,6/10/2014 15:15:26,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/10/2014 15:12:54,6/10/2014 15:37:18,,,,,,
Antarc01EI,jst_bw176,BW29,Clicks,6/10/2014 15:16:41,6/10/2014 15:19:09,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/10/2014 16:00:24,6/10/2014 16:23:42,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/10/2014 16:52:36,6/10/2014 17:02:22,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/10/2014 18:17:28,6/10/2014 18:17:31,,,,,,
Antarc01EI,jst_bw177,BW29,Clicks,6/10/2014 19:06:42,6/10/2014 19:09:10,,,,,,
Antarc01EI,jst_bw178,BW29,Clicks,6/10/2014 20:27:31,6/10/2014 20:32:29,,,,,,
Antarc01EI,jst_bw179,BW29,Clicks,6/10/2014 20:38:42,6/10/2014 20:39:57,,,,,,
Antarc01EI,jst_bw180,BW29,Clicks,6/10/2014 20:41:10,6/10/2014 20:42:25,,,,,,
Antarc01EI,jst_bw181,BW29,Clicks,6/10/2014 20:46:10,6/10/2014 21:12:17,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/10/2014 23:09:10,6/10/2014 23:09:12,,,,,,
Antarc01EI,jst_bw182,BW29,Clicks,6/10/2014 23:42:42,6/10/2014 23:43:57,,,,,,
Antarc01EI,jst_bw183,BW29,Clicks,6/11/2014 0:00:06,6/11/2014 0:11:19,,,,,,
Antarc01EI,jst_bw184,BW29,Clicks,6/11/2014 0:15:02,6/11/2014 0:16:17,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/11/2014 1:02:31,6/11/2014 1:05:39,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/11/2014 1:25:49,6/11/2014 1:25:51,,,,,,
Antarc01EI,jst_bw185,BW29,Clicks,6/11/2014 1:58:13,6/11/2014 1:59:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/11/2014 2:09:46,6/11/2014 2:10:13,,,,,,
Antarc01EI,jst_bw186,BW29,Clicks,6/11/2014 2:30:33,6/11/2014 2:31:48,,,,,,
Antarc01EI,jst_bw187,BW29,Clicks,6/11/2014 2:33:03,6/11/2014 2:35:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/11/2014 3:13:28,6/11/2014 3:16:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/11/2014 3:39:50,6/11/2014 3:45:51,,,,,,
Antarc01EI,jst_bw188,BW29,Clicks,6/11/2014 6:42:58,6/11/2014 6:45:26,,,,,,
Antarc01EI,jst_bw189,BW29,Clicks,6/11/2014 6:49:11,6/11/2014 6:54:09,,,,,,
Antarc01EI,jst_bw190,BW29,Clicks,6/11/2014 6:55:24,6/11/2014 6:59:07,,,,,,
Antarc01EI,jst_bw191,BW29,Clicks,6/11/2014 7:01:37,6/11/2014 7:04:05,,,,,,
Antarc01EI,jst_bw192,BW29,Clicks,6/11/2014 7:05:20,6/11/2014 7:07:50,,,,,,
Antarc01EI,jst_bw193,BW29,Clicks,6/11/2014 10:59:04,6/11/2014 11:01:34,,,,,,
Antarc01EI,jst_bw194,BW29,Clicks,6/11/2014 11:02:49,6/11/2014 11:04:04,,,,,,
Antarc01EI,jst_bw195,BW29,Clicks,6/11/2014 11:14:00,6/11/2014 11:15:15,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/11/2014 20:03:35,6/11/2014 20:10:14,37.11,77.88,301.00,44.51,293,
Antarc01EI,Nposdaljian,Pm,regular-click,6/12/2014 3:13:35,6/12/2014 3:13:37,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/16/2014 6:15:43,6/16/2014 6:15:43,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/17/2014 10:19:24,6/17/2014 10:51:22,36.72,79.81,280.00,43.68,1051,
byteswapped,Msaddler,Gm,Clicks,6/17/2014 21:32:42,6/17/2014 21:47:02,37.50,54.37,230.00,43.76,239,
byteswapped,Msaddler,Gm,Clicks,6/18/2014 1:38:50,6/18/2014 2:05:04,36.72,62.23,215.50,43.95,272,
byteswapped,Msaddler,Gm,Clicks,6/18/2014 11:02:34,6/18/2014 11:04:15,36.52,96.34,215.00,43.57,70,
Antarc01EI,Nposdaljian,Pm,regular-click,6/18/2014 13:17:57,6/18/2014 13:17:57,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/18/2014 14:14:44,6/18/2014 14:14:44,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/18/2014 21:35:32,6/18/2014 21:36:25,38.28,70.47,209.50,40.02,26,
Antarc01EI,Nposdaljian,Pm,regular-click,6/19/2014 0:13:55,6/19/2014 0:14:04,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/19/2014 2:05:51,6/19/2014 2:16:38,37.11,67.30,275.00,46.28,138,
Antarc01EI,jst_bw203,BW29,Clicks,6/19/2014 4:33:07,6/19/2014 4:34:22,,,,,,
Antarc01EI,jst_bw204,BW29,Clicks,6/19/2014 5:00:29,6/19/2014 5:01:44,,,,,,
Antarc01EI,jst_bw205,BW29,Clicks,6/19/2014 6:49:53,6/19/2014 6:51:08,,,,,,
Antarc01EI,jst_bw206,BW29,Clicks,6/19/2014 6:54:53,6/19/2014 6:56:08,,,,,,
Antarc01EI,jst_bw207,BW29,Clicks,6/19/2014 6:57:21,6/19/2014 7:06:04,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/19/2014 9:44:12,6/19/2014 10:07:18,37.89,76.36,305.00,44.40,2583,
Antarc01EI,jst_bw210,BW29,Clicks,6/19/2014 10:52:20,6/19/2014 10:59:48,,,,,,
Antarc01EI,jst_bw211,BW29,Clicks,6/19/2014 11:01:03,6/19/2014 11:02:18,,,,,,
Antarc01EI,jst_bw212,BW29,Clicks,6/19/2014 11:03:33,6/19/2014 11:04:48,,,,,,
Antarc01EI,jst_bw213,BW29,Clicks,6/19/2014 23:18:20,6/19/2014 23:19:35,,,,,,
Antarc01EI,jst_bw214,BW29,Clicks,6/19/2014 23:20:50,6/19/2014 23:22:05,,,,,,
Antarc01EI,jst_bw215,BW29,Clicks,6/19/2014 23:23:20,6/19/2014 23:24:35,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/20/2014 0:07:24,6/20/2014 0:39:01,37.89,51.89,315.00,43.99,8355,
byteswapped,Msaddler,Gm,Clicks,6/20/2014 0:57:22,6/20/2014 1:03:41,36.33,65.90,220.00,42.52,91,
byteswapped,Msaddler,Gm,Clicks,6/20/2014 2:42:21,6/20/2014 2:50:19,36.72,74.00,240.00,44.19,1385,
byteswapped,Msaddler,Gm,Clicks,6/20/2014 3:07:58,6/20/2014 3:26:48,37.11,63.64,216.00,44.49,733,
Antarc01EI,jst_bw219,BW29,Clicks,6/20/2014 6:22:19,6/20/2014 6:23:34,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/20/2014 9:14:35,6/20/2014 9:21:16,37.89,69.16,321.00,44.27,505,
Antarc01EI,jst_bw221,BW29,Clicks,6/20/2014 19:02:00,6/20/2014 19:03:15,,,,,,
Antarc01EI,jst_bw222,BW29,Clicks,6/20/2014 19:15:41,6/20/2014 19:19:24,,,,,,
Antarc01EI,jst_bw223,BW29,Clicks,6/20/2014 19:20:39,6/20/2014 19:24:24,,,,,,
Antarc01EI,jst_bw224,BW29,Clicks,6/20/2014 19:25:37,6/20/2014 19:39:18,,,,,,
Antarc01EI,jst_bw225,BW29,Clicks,6/20/2014 22:06:00,6/20/2014 22:07:15,,,,,,
Antarc01EI,jst_bw226,BW29,Clicks,6/20/2014 22:09:45,6/20/2014 22:11:00,,,,,,
Antarc01EI,jst_bw227,BW29,Clicks,6/20/2014 22:13:28,6/20/2014 22:22:11,,,,,,
Antarc01EI,jst_bw228,BW29,Clicks,6/20/2014 22:56:59,6/20/2014 22:59:29,,,,,,
Antarc01EI,jst_bw229,BW29,Clicks,6/20/2014 23:00:44,6/20/2014 23:13:10,,,,,,
Antarc01EI,jst_bw230,BW29,Clicks,6/20/2014 23:14:23,6/20/2014 23:16:53,,,,,,
Antarc01EI,jst_bw231,BW29,Clicks,6/20/2014 23:43:00,6/20/2014 23:44:15,,,,,,
Antarc01EI,jst_bw232,BW29,Clicks,6/20/2014 23:50:28,6/20/2014 23:52:56,,,,,,
Antarc01EI,jst_bw233,BW29,Clicks,6/21/2014 0:12:50,6/21/2014 0:14:05,,,,,,
Antarc01EI,jst_bw234,BW29,Clicks,6/21/2014 0:15:20,6/21/2014 0:24:01,,,,,,
Antarc01EI,jst_bw235,BW29,Clicks,6/21/2014 0:48:53,6/21/2014 0:50:08,,,,,,
Antarc01EI,jst_bw236,BW29,Clicks,6/21/2014 0:51:23,6/21/2014 0:52:38,,,,,,
Antarc01EI,jst_bw237,BW29,Clicks,6/21/2014 1:24:56,6/21/2014 1:47:20,,,,,,
Antarc01EI,jst_bw238,BW29,Clicks,6/21/2014 4:48:52,6/21/2014 4:52:35,,,,,,
Antarc01EI,jst_bw239,BW29,Clicks,6/21/2014 4:53:50,6/21/2014 5:14:59,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/21/2014 5:36:56,6/21/2014 5:40:10,36.33,72.09,320.00,42.31,114,
Antarc01EI,jst_bw241,BW29,Clicks,6/21/2014 5:58:28,6/21/2014 6:00:58,,,,,,
Antarc01EI,jst_bw242,BW29,Clicks,6/21/2014 6:03:28,6/21/2014 6:04:43,,,,,,
Antarc01EI,jst_bw243,BW29,Clicks,6/21/2014 6:07:11,6/21/2014 6:15:54,,,,,,
Antarc01EI,jst_bw244,BW29,Clicks,6/21/2014 6:17:07,6/21/2014 6:19:37,,,,,,
Antarc01EI,jst_bw245,BW29,Clicks,6/21/2014 6:46:59,6/21/2014 6:53:12,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/21/2014 6:57:37,6/21/2014 7:25:19,37.11,71.78,235.00,44.80,1288,
Antarc01EI,jst_bw247,BW29,Clicks,6/21/2014 11:14:18,6/21/2014 11:15:33,,,,,,
Antarc01EI,jst_bw248,BW29,Clicks,6/21/2014 19:42:49,6/21/2014 19:44:04,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/21/2014 20:54:14,6/21/2014 21:25:57,37.50,68.49,280.00,43.67,607,
Antarc01EI,Nposdaljian,Pm,regular-click,6/21/2014 21:00:10,6/21/2014 21:00:10,,,,,,
Antarc01EI,jst_bw249,BW29,Clicks,6/21/2014 23:27:52,6/21/2014 23:30:20,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/22/2014 0:49:58,6/22/2014 1:10:03,37.11,69.20,260.50,44.64,146,
Antarc01EI,jst_bw250,BW29,Clicks,6/22/2014 1:20:59,6/22/2014 1:22:14,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/22/2014 7:47:02,6/22/2014 7:56:40,38.67,55.52,315.00,44.37,5888,
Antarc01EI,jst_bw252,BW29,Clicks,6/22/2014 9:13:27,6/22/2014 9:14:42,,,,,,
Antarc01EI,jst_bw253,BW29,Clicks,6/22/2014 12:03:48,6/22/2014 12:05:03,,,,,,
Antarc01EI,jst_bw254,BW29,Clicks,6/22/2014 12:06:18,6/22/2014 12:07:33,,,,,,
Antarc01EI,jst_bw255,BW29,Clicks,6/22/2014 12:18:44,6/22/2014 12:19:59,,,,,,
Antarc01EI,jst_bw256,BW29,Clicks,6/22/2014 15:48:51,6/22/2014 15:50:06,,,,,,
Antarc01EI,jst_bw257,BW29,Clicks,6/22/2014 15:52:34,6/22/2014 15:53:49,,,,,,
Antarc01EI,jst_bw258,BW29,Clicks,6/22/2014 16:38:35,6/22/2014 16:39:50,,,,,,
Antarc01EI,jst_bw259,BW29,Clicks,6/22/2014 16:41:03,6/22/2014 16:42:18,,,,,,
Antarc01EI,jst_bw260,BW29,Clicks,6/22/2014 19:11:30,6/22/2014 19:12:45,,,,,,
Antarc01EI,jst_bw261,BW29,Clicks,6/22/2014 20:38:32,6/22/2014 20:39:47,,,,,,
Antarc01EI,jst_bw262,BW29,Clicks,6/22/2014 20:41:02,6/22/2014 20:44:45,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/23/2014 0:45:25,6/23/2014 0:55:26,36.72,66.75,220.00,43.46,356,
Antarc01EI,jst_bw264,BW29,Clicks,6/23/2014 3:05:13,6/23/2014 3:06:28,,,,,,
Antarc01EI,jst_bw265,BW29,Clicks,6/23/2014 3:08:56,6/23/2014 3:11:26,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/23/2014 5:12:19,6/23/2014 5:51:18,36.33,89.89,265.00,43.09,3808,
Antarc01EI,jst_bw267,BW29,Clicks,6/23/2014 7:27:34,6/23/2014 7:30:04,,,,,,
Antarc01EI,jst_bw268,BW29,Clicks,6/23/2014 7:31:17,6/23/2014 7:32:32,,,,,,
Antarc01EI,jst_bw269,BW29,Clicks,6/23/2014 7:37:30,6/23/2014 7:38:45,,,,,,
Antarc01EI,jst_bw270,BW29,Clicks,6/23/2014 9:13:15,6/23/2014 9:14:30,,,,,,
Antarc01EI,jst_bw271,BW29,Clicks,6/23/2014 10:11:40,6/23/2014 10:12:55,,,,,,
Antarc01EI,jst_bw272,BW29,Clicks,6/23/2014 10:27:51,6/23/2014 10:42:47,,,,,,
Antarc01EI,jst_bw273,BW29,Clicks,6/23/2014 20:34:35,6/23/2014 20:53:14,,,,,,
Antarc01EI,jst_bw274,BW29,Clicks,6/23/2014 22:28:59,6/23/2014 22:46:23,,,,,,
Antarc01EI,jst_bw275,BW29,Clicks,6/23/2014 22:47:38,6/23/2014 22:56:21,,,,,,
Antarc01EI,jst_bw276,BW29,Clicks,6/24/2014 0:02:14,6/24/2014 0:03:29,,,,,,
Antarc01EI,jst_bw277,BW29,Clicks,6/24/2014 0:08:27,6/24/2014 0:10:57,,,,,,
Antarc01EI,jst_bw278,BW29,Clicks,6/24/2014 0:17:08,6/24/2014 0:18:23,,,,,,
Antarc01EI,jst_bw279,BW29,Clicks,6/24/2014 0:24:36,6/24/2014 0:28:21,,,,,,
Antarc01EI,jst_bw280,BW29,Clicks,6/24/2014 0:30:49,6/24/2014 0:58:11,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/24/2014 1:00:09,6/24/2014 1:20:27,35.94,72.52,255.00,43.46,861,
Antarc01EI,jst_bw281,BW29,Clicks,6/24/2014 2:12:47,6/24/2014 2:14:02,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/24/2014 3:53:41,6/24/2014 4:06:17,35.94,86.54,225.00,43.74,1805,
Antarc01EI,jst_bw282,BW29,Clicks,6/24/2014 4:43:14,6/24/2014 4:49:27,,,,,,
Antarc01EI,jst_bw283,BW29,Clicks,6/24/2014 5:26:45,6/24/2014 5:28:00,,,,,,
Antarc01EI,jst_bw284,BW29,Clicks,6/24/2014 5:56:35,6/24/2014 6:01:33,,,,,,
Antarc01EI,jst_bw285,BW29,Clicks,6/24/2014 6:04:03,6/24/2014 6:05:18,,,,,,
Antarc01EI,jst_bw286,BW29,Clicks,6/24/2014 6:06:31,6/24/2014 6:26:25,,,,,,
Antarc01EI,jst_bw287,BW29,Clicks,6/24/2014 7:06:13,6/24/2014 7:07:28,,,,,,
Antarc01EI,jst_bw288,BW29,Clicks,6/24/2014 7:08:41,6/24/2014 7:11:11,,,,,,
Antarc01EI,jst_bw289,BW29,Clicks,6/24/2014 7:12:26,6/24/2014 7:13:41,,,,,,
Antarc01EI,jst_bw290,BW29,Clicks,6/24/2014 7:19:52,6/24/2014 7:21:07,,,,,,
Antarc01EI,jst_bw291,BW29,Clicks,6/24/2014 7:26:05,6/24/2014 7:42:16,,,,,,
Antarc01EI,jst_bw292,BW29,Clicks,6/24/2014 10:11:28,6/24/2014 10:12:43,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/24/2014 10:19:08,6/24/2014 11:04:41,37.50,68.67,285.00,44.61,16259,
byteswapped,Msaddler,Gm,Clicks,6/24/2014 11:21:17,6/24/2014 11:34:39,37.89,66.93,245.00,46.19,2014,
byteswapped,Abartlett,Oo,Clicks,6/24/2014 12:09:32,6/24/2014 12:31:54,,,,,,
Antarc01EI,jst_bw296,BW29,Clicks,6/25/2014 12:46:24,6/25/2014 12:47:39,,,,,,
Antarc01EI,jst_bw297,BW29,Clicks,6/25/2014 12:53:52,6/25/2014 12:55:07,,,,,,
Antarc01EI,jst_bw298,BW29,Clicks,6/25/2014 13:00:04,6/25/2014 13:01:19,,,,,,
Antarc01EI,jst_bw299,BW29,Clicks,6/25/2014 13:02:34,6/25/2014 13:03:49,,,,,,
Antarc01EI,jst_bw300,BW29,Clicks,6/25/2014 13:06:16,6/25/2014 13:07:31,,,,,,
Antarc01EI,jst_bw301,BW29,Clicks,6/25/2014 13:13:43,6/25/2014 13:29:49,,,,,,
Antarc01EI,jst_bw302,BW29,Clicks,6/25/2014 18:22:36,6/25/2014 18:32:33,,,,,,
Antarc01EI,jst_bw303,BW29,Clicks,6/25/2014 18:38:42,6/25/2014 18:39:57,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/25/2014 20:05:06,6/25/2014 20:06:46,36.33,72.48,156.00,44.07,44,
Antarc01EI,jst_bw304,BW29,Clicks,6/25/2014 21:07:33,6/25/2014 21:08:48,,,,,,
Antarc01EI,jst_bw305,BW29,Clicks,6/25/2014 21:24:57,6/25/2014 21:26:12,,,,,,
Antarc01EI,jst_bw306,BW29,Clicks,6/25/2014 21:27:24,6/25/2014 21:28:39,,,,,,
Antarc01EI,jst_bw307,BW29,Clicks,6/25/2014 22:24:32,6/25/2014 22:32:00,,,,,,
Antarc01EI,jst_bw308,BW29,Clicks,6/25/2014 22:33:15,6/25/2014 22:36:58,,,,,,
Antarc01EI,jst_bw309,BW29,Clicks,6/25/2014 22:39:28,6/25/2014 22:46:56,,,,,,
Antarc01EI,jst_bw310,BW29,Clicks,6/25/2014 23:14:16,6/25/2014 23:25:27,,,,,,
Antarc01EI,jst_bw311,BW29,Clicks,6/26/2014 0:05:15,6/26/2014 0:25:09,,,,,,
Antarc01EI,jst_bw312,BW29,Clicks,6/26/2014 1:11:07,6/26/2014 1:12:22,,,,,,
Antarc01EI,jst_bw313,BW29,Clicks,6/26/2014 1:14:52,6/26/2014 1:16:07,,,,,,
Antarc01EI,jst_bw314,BW29,Clicks,6/26/2014 1:17:20,6/26/2014 1:38:29,,,,,,
Antarc01EI,jst_bw315,BW29,Clicks,6/26/2014 1:39:44,6/26/2014 1:42:12,,,,,,
Antarc01EI,jst_bw316,BW29,Clicks,6/26/2014 1:43:27,6/26/2014 1:47:12,,,,,,
Antarc01EI,jst_bw317,BW29,Clicks,6/26/2014 3:56:30,6/26/2014 3:58:58,,,,,,
Antarc01EI,jst_bw318,BW29,Clicks,6/26/2014 4:00:13,6/26/2014 4:01:28,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/26/2014 4:01:04,6/26/2014 4:28:19,37.11,75.32,290.00,43.81,3210,
Antarc01EI,jst_bw320,BW29,Clicks,6/26/2014 6:46:48,6/26/2014 6:48:03,,,,,,
Antarc01EI,jst_bw321,BW29,Clicks,6/26/2014 8:01:23,6/26/2014 8:02:38,,,,,,
Antarc01EI,jst_bw322,BW29,Clicks,6/26/2014 8:16:19,6/26/2014 8:21:17,,,,,,
Antarc01EI,jst_bw323,BW29,Clicks,6/26/2014 10:31:49,6/26/2014 10:40:32,,,,,,
Antarc01EI,jst_bw324,BW29,Clicks,6/26/2014 10:43:00,6/26/2014 10:59:11,,,,,,
Antarc01EI,jst_bw325,BW29,Clicks,6/26/2014 11:00:24,6/26/2014 11:09:07,,,,,,
Antarc01EI,jst_bw326,BW29,Clicks,6/27/2014 0:08:30,6/27/2014 0:09:45,,,,,,
Antarc01EI,jst_bw327,BW29,Clicks,6/27/2014 0:12:13,6/27/2014 0:13:28,,,,,,
Antarc01EI,jst_bw328,BW29,Clicks,6/27/2014 0:27:08,6/27/2014 0:28:23,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/27/2014 3:21:29,6/27/2014 3:43:17,37.11,55.51,241.00,45.20,4957,
Antarc01EI,jst_bw332,BW29,Clicks,6/27/2014 3:49:44,6/27/2014 3:58:27,,,,,,
Antarc01EI,jst_bw333,BW29,Clicks,6/27/2014 3:59:40,6/27/2014 4:04:40,,,,,,
Antarc01EI,jst_bw334,BW29,Clicks,6/27/2014 4:39:28,6/27/2014 4:43:13,,,,,,
Antarc01EI,jst_bw335,BW29,Clicks,6/27/2014 4:45:41,6/27/2014 4:46:56,,,,,,
Antarc01EI,jst_bw336,BW29,Clicks,6/27/2014 4:49:24,6/27/2014 4:59:22,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 5:09:18,6/27/2014 5:21:19,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 5:40:27,6/27/2014 5:44:29,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 6:06:42,6/27/2014 6:12:11,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 6:46:17,6/27/2014 6:56:07,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 7:52:38,6/27/2014 7:52:38,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/27/2014 9:19:26,6/27/2014 10:10:46,36.33,64.33,219.00,44.87,3635,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 9:46:04,6/27/2014 9:46:30,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/27/2014 11:05:06,6/27/2014 11:05:06,,,,,,
Antarc01EI,jst_bw337,BW29,Clicks,6/27/2014 16:41:46,6/27/2014 16:43:01,,,,,,
Antarc01EI,jst_bw338,BW29,Clicks,6/27/2014 17:06:37,6/27/2014 17:10:20,,,,,,
Antarc01EI,jst_bw339,BW29,Clicks,6/27/2014 19:56:56,6/27/2014 19:58:11,,,,,,
Antarc01EI,jst_bw340,BW29,Clicks,6/27/2014 20:03:09,6/27/2014 20:05:39,,,,,,
byteswapped,Msaddler,Gm,Clicks,6/28/2014 0:42:51,6/28/2014 0:50:00,37.89,65.85,175.00,46.45,65,
Antarc01EI,jst_bw341,BW29,Clicks,6/28/2014 1:25:05,6/28/2014 1:26:20,,,,,,
Antarc01EI,jst_bw342,BW29,Clicks,6/28/2014 2:49:35,6/28/2014 2:53:20,,,,,,
Antarc01EI,jst_bw343,BW29,Clicks,6/28/2014 2:54:33,6/28/2014 2:57:03,,,,,,
Antarc01EI,jst_bw344,BW29,Clicks,6/28/2014 5:24:59,6/28/2014 5:26:14,,,,,,
Antarc01EI,jst_bw345,BW29,Clicks,6/28/2014 7:08:05,6/28/2014 7:09:20,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/28/2014 8:52:04,6/28/2014 8:57:28,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/28/2014 9:19:39,6/28/2014 9:29:21,,,,,,
Antarc01EI,Nposdaljian,Pm,slow-click,6/28/2014 9:30:12,6/28/2014 9:31:45,,,,,,
Antarc01EI,jst_bw346,BW29,Clicks,6/28/2014 9:38:31,6/28/2014 9:41:01,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/28/2014 9:48:42,6/28/2014 10:21:33,,,,,,
Antarc01EI,Nposdaljian,Pm,regular-click,6/28/2014 10:47:19,6/28/2014 10:57:34,,,,,,
